Date;Total Mails;Total Detected;Hidden Partial;Hidden Full;1and1;AOL;AdobeMarketingCloud;Amazon;AppRiver;Apple;CenturyLink;Cisco;Comcast;Epsilon;ExperianMarketingServices;Fujitsu;GoDaddy;Google;MAXMailProtection;McAfee;Microsoft;Mimecast;NTT Communications;OVH;Oracle;Proofpoint;Rackspace;Salesforce;SoftLayer;Strato;Symantec;TrendMicro;VMware;Virtustream;Yahoo
2014-05;24704;1798;809;798;20;8;;19;;;4;;4;;;3;1;544;;;29;;26;121;;16;2;;;14;;;;;28
2014-06;24817;1596;844;835;11;1;;15;;;1;;3;;;;10;604;;;20;;9;146;1;21;3;;;3;;;;;63
2014-07;25889;1756;909;891;4;6;;26;;;;;11;;;2;6;646;;;46;;6;176;;22;1;;;9;1;;;;42
2014-08;28945;1634;758;752;3;3;;20;1;;;;13;;;;4;536;;;33;;3;106;;14;2;;;7;1;1;;;37
2014-09;22020;1698;717;706;6;3;;12;;;1;;2;;;1;5;503;;;25;;3;138;;29;1;;;;;;;;31
2014-10;16919;1847;797;780;10;2;;11;;;8;;3;;;1;;551;;;18;;2;205;;10;12;;;7;6;;;;23
2014-11;14625;1687;718;701;8;3;;12;;;25;;;;4;1;1;523;;;33;;3;118;;1;2;;;23;1;;;;3
2014-12;13695;1477;638;631;2;4;;18;;;10;;1;;1;3;1;472;1;;33;;1;85;;10;2;;;8;;;;;13
2015-01;15308;1577;736;718;3;13;;27;;;13;;2;;;1;;492;;;45;;5;108;;9;1;;;11;;;;;38
2015-02;13865;1427;600;595;2;;;58;;;9;;;;;1;;376;;;37;;1;87;;16;11;;;8;;;;;24
2015-03;17475;1771;769;763;22;1;;26;;;10;;5;;;1;2;512;;;30;;4;98;;17;3;;;29;;;;;45
2015-04;18972;1395;536;522;;;;8;;;10;;;;;;1;435;;;8;;;91;;1;;5;;4;5;;;;21
2015-05;18248;1260;553;543;7;;;43;;;20;1;1;;;1;;364;;;11;;1;59;;;5;;;10;;;;;62
2015-06;18521;1349;574;553;10;1;1;40;;;9;1;;;;;;367;;;53;;7;50;;18;;;1;10;;;;;35
2015-07;18436;1409;569;547;6;;;47;;;18;;;;;;6;389;;;23;;2;68;1;19;1;;;9;;;;;25
2015-08;16394;1278;528;514;13;1;;36;;;3;1;1;;;2;1;337;;;9;;2;107;;4;;;;11;;;;;33
2015-09;12584;1139;484;469;28;2;;41;;;4;;;;;1;1;317;;;21;;1;78;;7;2;;;12;;;;;8
2015-10;15853;1205;505;485;8;8;;59;;;12;;2;;;;16;284;;;39;;;79;;8;3;1;;4;1;;;;20
2015-11;17261;1250;548;520;9;;;35;;;9;;;;;3;1;400;;;31;1;;87;;5;;1;;3;1;;;;7
2015-12;16309;1256;570;557;34;;;53;;;28;1;;;;;;378;;;35;1;;57;;5;3;;;3;1;;;;5
2016-01;18827;1302;550;543;6;;;71;;;9;;;;;;3;390;1;;26;;1;33;;;2;;;8;;;;;12
2016-02;15895;1139;495;484;11;9;;33;;;8;;;;;;2;321;;;18;;;62;;21;1;1;;9;;;;;12
2016-03;18140;1441;583;563;2;9;;59;;;22;;3;;;10;3;359;;;27;;;84;;1;3;;;1;1;;;;25
2016-04;15543;1259;576;553;22;3;;46;;;12;;3;;;23;1;325;;;35;3;1;65;;18;2;;;5;1;;;;43
2016-05;26342;1303;620;602;16;11;;51;;;21;;;;;5;3;423;;1;26;;1;50;;14;3;;1;10;1;;;;30
2016-06;15832;1147;519;501;10;7;;52;;;17;;1;;;;4;337;;;40;;;54;;4;1;1;;8;;;;;16
2016-07;11273;1168;467;441;13;8;;21;;;10;;1;;;;8;288;;;36;;1;53;;8;10;;;11;;1;;;21
2016-08;14633;1414;594;576;21;;;23;;;28;1;;;;5;;389;;;62;1;;44;;4;6;;;11;;;;;28
2016-09;21826;1062;441;421;13;1;;40;;;27;;3;;;;18;278;;;24;;;34;;;15;;;1;;;;;16
2016-10;7889;399;161;156;8;2;;15;;;10;;1;;;;7;85;;;10;1;;19;;;;2;;3;;;;;5
